time,open,high,low,close,volume
2025-12-24 02:15:00,4511.248,4512.215,4505.648,4506.675,4372
2025-12-24 02:30:00,4506.605,4510.979,4504.339,4508.315,5737
2025-12-24 02:45:00,4508.325,4511.998,4474.035,4477.275,6077
2025-12-24 03:00:00,4477.185,4485.785,4467.919,4485.275,6495
2025-12-24 03:15:00,4485.565,4496.159,4485.145,4491.095,6387
2025-12-24 03:30:00,4491.065,4498.255,4489.945,4494.875,3794
2025-12-24 03:45:00,4494.925,4495.045,4491.675,4492.825,3215
2025-12-24 04:00:00,4492.875,4495.415,4491.765,4494.165,3437
2025-12-24 04:15:00,4494.275,4497.275,4491.005,4496.735,3795
2025-12-24 04:30:00,4496.795,4501.225,4495.945,4499.945,1912
2025-12-24 04:45:00,4499.965,4500.975,4496.255,4498.995,2285
2025-12-24 05:00:00,4498.945,4500.198,4484.775,4490.405,3963
2025-12-24 05:15:00,4490.395,4494.225,4489.125,4492.045,2852
2025-12-24 05:30:00,4492.065,4496.735,4490.125,4495.355,5062
2025-12-24 05:45:00,4495.385,4496.905,4487.745,4488.235,4560
2025-12-24 06:00:00,4488.285,4492.698,4486.298,4492.398,3246
2025-12-24 06:15:00,4492.355,4492.498,4484.935,4487.295,3746
2025-12-24 06:30:00,4487.325,4497.735,4487.285,4494.185,2777
2025-12-24 06:45:00,4494.048,4497.115,4492.425,4493.365,4204
2025-12-24 07:00:00,4493.355,4494.675,4490.315,4493.205,3404
2025-12-24 07:15:00,4493.175,4494.348,4490.865,4491.285,2677
2025-12-24 07:30:00,4491.265,4491.915,4488.138,4488.185,1804
2025-12-24 07:45:00,4488.465,4489.076,4483.195,4483.625,3139
2025-12-24 08:00:00,4483.585,4486.725,4477.805,4485.055,4681
2025-12-24 08:15:00,4485.055,4490.485,4482.955,4484.498,3677
2025-12-24 08:30:00,4484.558,4492.548,4482.055,4489.838,3918
2025-12-24 08:45:00,4489.838,4490.258,4481.185,4481.995,4327
2025-12-24 09:00:00,4482.005,4487.725,4481.635,4487.605,3161
2025-12-24 09:15:00,4487.565,4493.105,4487.235,4489.115,3289
2025-12-24 09:30:00,4489.085,4491.995,4486.035,4491.225,2663
2025-12-24 09:45:00,4491.225,4495.885,4491.055,4494.475,3159
2025-12-24 10:00:00,4494.475,4499.525,4489.495,4490.215,2945
2025-12-24 10:15:00,4490.295,4496.165,4489.345,4493.945,2489
2025-12-24 10:30:00,4493.915,4494.465,4481.988,4485.545,2983
2025-12-24 10:45:00,4485.525,4490.425,4484.475,4489.175,2124
2025-12-24 11:00:00,4489.215,4490.165,4484.585,4487.525,2553
2025-12-24 11:15:00,4487.525,4488.875,4486.135,4486.905,1988
2025-12-24 11:30:00,4486.945,4488.225,4482.795,4487.945,2326
2025-12-24 11:45:00,4487.945,4491.685,4485.765,4491.235,4486
2025-12-24 12:00:00,4491.235,4495.525,4490.685,4494.925,3873
2025-12-24 12:15:00,4494.905,4495.705,4490.465,4492.695,3536
2025-12-24 12:30:00,4492.725,4493.185,4489.585,4490.005,2472
2025-12-24 12:45:00,4489.995,4492.195,4489.435,4490.345,3231
2025-12-24 13:00:00,4490.485,4493.245,4480.895,4484.835,6862
2025-12-24 13:15:00,4484.865,4486.645,4474.175,4478.025,6084
2025-12-24 13:30:00,4478.035,4485.895,4477.355,4484.885,4549
2025-12-24 13:45:00,4484.925,4488.695,4482.955,4487.635,3596
2025-12-24 14:00:00,4487.715,4489.195,4483.665,4485.015,7457
2025-12-24 14:15:00,4485.095,4487.235,4481.805,4484.745,5779
2025-12-24 14:30:00,4484.805,4488.665,4468.915,4480.925,8760
2025-12-24 14:45:00,4480.925,4481.915,4460.335,4464.445,10886
2025-12-24 15:00:00,4464.595,4474.725,4461.245,4474.355,8580
2025-12-24 15:15:00,4474.345,4476.275,4460.975,4469.625,8084
2025-12-24 15:30:00,4469.405,4472.635,4449.498,4452.885,9247
2025-12-24 15:45:00,4452.835,4460.465,4447.895,4458.235,9407
2025-12-24 16:00:00,4458.195,4470.835,4455.725,4465.898,6956
2025-12-24 16:15:00,4465.615,4468.825,4463.715,4468.115,5030
2025-12-24 16:30:00,4468.615,4476.365,4466.879,4474.889,5490
2025-12-24 16:45:00,4474.938,4477.775,4471.685,4476.475,4785
2025-12-24 17:00:00,4476.455,4487.515,4475.125,4483.315,6309
2025-12-24 17:15:00,4483.285,4484.525,4475.508,4477.348,6040
2025-12-24 17:30:00,4477.348,4482.769,4476.755,4479.199,5942
2025-12-24 17:45:00,4479.279,4483.329,4478.969,4480.249,5012
2025-12-24 18:00:00,4480.279,4481.248,4476.918,4477.538,3109
2025-12-24 18:15:00,4477.545,4481.979,4477.508,4480.349,2596
2025-12-24 18:30:00,4480.318,4481.509,4478.268,4479.029,1531
2025-12-25 23:00:00,4490.045,4490.635,4482.655,4488.835,2515
2025-12-25 23:15:00,4488.805,4499.505,4487.485,4497.205,2836
2025-12-25 23:30:00,4497.175,4498.615,4488.498,4495.795,2347
2025-12-25 23:45:00,4495.805,4499.625,4491.495,4494.785,2081
2025-12-26 00:00:00,4494.875,4505.215,4491.945,4502.865,2787
2025-12-26 00:15:00,4502.885,4506.925,4500.865,4506.825,2120
2025-12-26 00:30:00,4506.795,4507.775,4503.918,4507.125,3962
2025-12-26 00:45:00,4507.435,4517.465,4506.075,4517.335,4520
2025-12-26 01:00:00,4517.375,4530.975,4508.205,4509.885,9073
2025-12-26 01:15:00,4509.509,4517.898,4506.335,4509.865,7180
2025-12-26 01:30:00,4509.825,4515.475,4496.855,4506.495,5996
2025-12-26 01:45:00,4506.595,4506.865,4499.525,4503.845,6040
2025-12-26 02:00:00,4503.545,4507.235,4497.998,4506.095,6314
2025-12-26 02:15:00,4505.835,4509.505,4501.325,4501.765,5311
2025-12-26 02:30:00,4501.765,4501.875,4491.535,4498.755,6282
2025-12-26 02:45:00,4498.745,4508.458,4498.015,4508.408,7056
2025-12-26 03:00:00,4508.408,4511.398,4500.705,4511.298,5999
2025-12-26 03:15:00,4511.298,4513.015,4502.358,4502.358,6388
2025-12-26 03:30:00,4502.598,4503.575,4497.175,4502.745,4539
2025-12-26 03:45:00,4502.745,4505.485,4499.998,4501.565,4193
2025-12-26 04:00:00,4501.589,4509.565,4500.235,4507.315,5727
2025-12-26 04:15:00,4507.355,4509.998,4504.245,4509.135,3301
2025-12-26 04:30:00,4509.115,4511.365,4505.205,4507.645,3867
2025-12-26 04:45:00,4507.645,4510.925,4506.145,4508.775,3829
2025-12-26 05:00:00,4508.769,4511.165,4506.945,4508.785,3947
2025-12-26 05:15:00,4508.805,4509.835,4505.645,4506.985,5306
2025-12-26 05:30:00,4506.985,4514.515,4506.935,4511.675,5517
2025-12-26 05:45:00,4511.525,4513.085,4509.185,4509.595,6543
2025-12-26 06:00:00,4509.595,4513.285,4508.455,4512.425,5436
2025-12-26 06:15:00,4512.515,4518.455,4512.095,4518.005,4990
2025-12-26 06:30:00,4518.095,4519.155,4514.425,4518.185,5791
2025-12-26 06:45:00,4518.179,4518.225,4507.555,4511.275,6914
2025-12-26 07:00:00,4511.269,4514.505,4510.275,4513.955,4083
2025-12-26 07:15:00,4513.975,4515.225,4507.578,4508.945,4314
2025-12-26 07:30:00,4508.945,4512.438,4507.648,4507.845,2933
2025-12-26 07:45:00,4507.845,4510.999,4507.488,4510.555,4343
2025-12-26 08:00:00,4510.625,4514.545,4509.175,4514.545,3152
2025-12-26 08:15:00,4514.605,4516.915,4513.788,4514.718,3301
2025-12-26 08:30:00,4514.808,4516.908,4512.795,4514.145,3218
2025-12-26 08:45:00,4514.105,4519.145,4513.765,4518.505,3253
2025-12-26 09:00:00,4518.445,4520.178,4514.848,4515.455,3576
2025-12-26 09:15:00,4515.585,4518.488,4514.665,4517.058,2764
2025-12-26 09:30:00,4517.058,4518.008,4512.465,4513.305,2171
2025-12-26 09:45:00,4513.355,4514.878,4511.518,4512.258,3828
2025-12-26 10:00:00,4512.295,4518.975,4511.675,4518.308,2967
2025-12-26 10:15:00,4518.368,4523.165,4516.558,4520.365,3878
2025-12-26 10:30:00,4520.299,4521.695,4513.605,4514.805,4712
2025-12-26 10:45:00,4514.755,4515.175,4510.808,4513.865,3310
2025-12-26 11:00:00,4513.925,4515.228,4503.498,4509.598,4484
2025-12-26 11:15:00,4509.598,4511.575,4503.498,4504.905,5174
2025-12-26 11:30:00,4504.965,4508.775,4503.498,4507.395,5055
2025-12-26 11:45:00,4507.345,4509.575,4502.505,4509.495,4674
2025-12-26 12:00:00,4509.545,4510.805,4506.695,4510.398,4115
2025-12-26 12:15:00,4510.298,4512.395,4507.985,4511.675,3465
2025-12-26 12:30:00,4511.705,4514.905,4511.698,4512.298,2681
2025-12-26 12:45:00,4512.398,4513.745,4506.255,4508.535,3265
